,Name,Height,Place,Description
571,보두산,562,경상남도 밀양군 상동면,          
572,보래봉,1324,강원도 평창군 봉평면,          
573,보련산,765,"충청북도 충주시 앙성면, 노은면",          
574,보리산,627,경기도가평군,          설악면 미사리 홍천강에 발을 담그고 있는 왕터산에서 시작하여 장락산을 타고 넘은 산줄기가 널미재고개에서 잠시 끊겼다가 이어지는 산이 보리산이다  강원도 홍천군과 경계를 이루면서 부채살처럼 위곡리를 감싸고 있어 해지는 저녁이면 붉은 햇살이 퍼지는 모습이 매우 아름답다 보리산은 아직 사람들이 많이 찾지를 않아 손때가 묻지 않은 산이다 산 초입새는 매우 쾌적하다  우거진 숲속에 마치 산책로처럼 이어진 길을 걷는 기분이 매우 상쾌하다  좁고 긴 길을 걷노라면 자연의 주는 쾌적함이 어떤 것임을 실감할 수 있다  활엽수림이 우거져 신선한 숲의 향기가 흐르고 많은 새소리로 귀가 울리는 길을 걸어갈 수 있음이 고마운 곳이다  하지만 이 길은 오래 이어지지 않는다  본격적인 등산이 시작되면서 울창한 수풀은 뒤로 쳐지기 때문이다 오르다 보면 산 전체가 바위임을 알 수 있다  곳곳에 튀어나온 돌을 밟으며 조심스럽게 올라야 한다  높지 않은 산이지만 아기자기한 맛이 있는 산이다 보리산 중에서도 가장 경치가 좋은 곳은 삼형제바위이다  그리 크지 않은 바위  개가 솟아 있는데     라고 믿기지 않을 만큼 경치가 시원스럽게 펼쳐져 있다 온천을 겸할 수 있어 가족과 함께 하루코스로 더없이 좋은 곳이다 
575,보문산,457,대전광역시 중구,          
576,보석봉,985,강원도 평창군,          
577,보은산,439,전라남도 강진군,            보은산은 강진을 굽어보고 있는 강진의 진산이다  멀리서 보면 소가 풀을 뜯어먹고 있는 형상 을 닮았다 해서 정상을 우두봉이라 한다  산세는 비교적 완만하고 등산로 좌우측에 천연 녹차 나무와 리기다 소나무 숲이 있고 산중턱에는 맛좋은 약수터와 고즈넉한 산사가 자리하고 있다  등산로가 잘 발달되어 있어 걸어다닐수 있는 등산로  뛰어다닐수 있는 등산로  전문클라이밍 을 할수 있는 곳 등 등산로가 다양하게 발달되어 있다  또한 산정상에 오르면 강진의 드넓은 갯벌이 펼쳐지고 뒷편으로 국립공원인 월출산이 한눈에 들어온다  주변에 영랑생가  금곡사 고성사 등이 길목에 자리하고 있어 역사기행을 겸한 산행코스로 적격이다                           강진읍의 지형은 풍수지리학상으로 황소가 누어 있는 와우형국이라 한다  보은산 정상을 우두 봉이라하고 강진읍내 지명이 소와 관련된 지명이 많다   예   초동  싯끝  초지  가우도 등  북산이라고 불리워 오던것을 역사적인 자료 검토와 강진군지명위원  중앙지명위원회을 거쳐     년부터 보은산 원래 지명으로 회복하여 불리워지고 있음
578,보평산,225,"전라남도 무안군 무안읍 고절리, 용월리",          
579,보해산,909,"경남 거창군 가북면, 주상면",          
580,보현산,1126,"경북 영천시 화북면, 청송군 현서면, 포항시 죽장면",          
581,복계산,1054,강원도 철원군 근남면,          
582,복두봉,1017,"전라북도 진안 정천면, 주천면",          
583,복두산,978,강원도 삼척시 가곡면,
584,복우산,509,경상북도 구미시 옥성면 산촌리,
585,복주산,1152,강원도 철원군 근남면·화천군 사내면,      
586,봉대산,195,전라남도 무안군,무안군 서쪽 해제 반도의 끝에 우뚝 솟은 봉대산은 사람에 따라 평생 잊지 못할 독특한 산으로기억될지도 모르겠다  푸른 서해바다가 지척이어서 산정에 오르면 산을 올랐다기 보다는 바다를 향해 세워올린 커다란 등대에 오른 듯 하다  또한 산정상에 두개의 정자가 있어 쉼터로써 안성맞춤이다  정자에 앉아 있노라면 신선이 따로없을 정도로 여름엔 시원한 바닷바람이 온 몸을 휘감고 돌아 땀은 이내 식어 버릴정도로 시원하다  이 산이 명산이 까닭은 일출과 일몰을 한곳에서 볼 수 있는 몇 안되는 산 일지도 모른다             예부터 봉대산은 군사적 요충지로 해제면에서 제일 우뚝 솟은 산이다  정상에 산성이 있으며 그 산성안에 봉화터가 있다  왜적이나 적이 쳐 들어올때 봉화를 피워 사람들에게 빨리 전달하기 위해 만든 곳이 있다  봉화라는 말에 첫글자를 따고 큰산이란말을 하여 봉대산이라고 불리였다고 한다 
587,봉두산,753,전라남도 곡성군,
588,봉래산,856,강원도 영월군 영월읍,
589,봉래산,395,부산광역시,
590,봉명산,697,경상북도 문경시 문경읍,
591,봉미산,856,경기도 양평군 단월면ㆍ설악면,
592,봉복산,1022,"강원도 횡성군 청일면, 홍천군 서석면",
593,봉수산,483,"충청남도 예산군 대흥면, 광시면ㆍ홍성군 금마면",
594,봉수산,535,"충청남도 아산시 송악면 유곡리,송학리,강장리",          
595,봉수산,534,경상북도 안동시,봉수산은 용암산  용두산  국망봉  학가산  조운산  갈미봉이 주위를 감싸고 있으며  안동시 녹전면과 영주시 평은면에 걸쳐 있다  봉수산 남쪽의 동편 기슭에 자리한 일출사는 동쪽으로 시원하게 내려다 보이는 전망을 볼 수 있으며 우리고장에서 가장 먼저 일출을 볼 수 있는 곳이다  해마다 새해에는 일출을 보기 위해 수많은 인파가 모여든다 
596,봉실산,372,"전라북도 완주 봉동읍, 비봉면",
597,봉제산,105,서울특별시 강서구,산세는 남북으로 길게 펼처져 있으며 능선은 대체로 밋밋하고 경사도 완만한 부드러운 산세를가지고 있다  동쪽으론 등촌동이 있으며  서쪽으로는 화곡동이 자리잡고 있다  그리고 이산에는골짜기가 넓어 가장큰 공간을 이루고있다             산을 위에서 내려다 보면 봉황이 알을 품고있는 형상이라 하여 붙여진 이름이다 봉제산은 능동산  매봉산  주당산  화곡산이라고도 불려졌는데     년대 해동지도 채색필사본에는능동산으로 표기되엇으며  여러 개의 봉우리중 특정한 봉우리를 매봉이라 부르는데서 유래하여매봉산이라고도 불리어 졌고 서낭당이 있어 이곳에서 마을의 안녕과 무병장수를 기원했다고도하여수당산이라고도 불렸으며     년 이후에는 화곡산이라고도 불려졌다 
598,봉화봉,590,강원도 인제군 북면 원통리,          
599,봉화봉,368,경상북도 포항시,           봉화산은 죽장면사무소에서 뒤쪽으로 올러다 보면 보이는 산으로 지역민들에겐 그저 뒷산이라 불리우며 특이한 산세나 불거리를 제공하지 못하지만 면소재지와 가까이한 등산로로 가족과 같이 산행하기 좋은 산입니다  약 시간  그동안 일반인의 발길이 거의 닿지 않는 곳이어서나     년 죽장 고로쇠 축제 이후로 등산로가 정비되어 등산객이 주말에 종종 찾는 편입니다             
600,봉화산,476,전라남도 여수시,봉화산은 천성산이라고 많이 불리우고 있다  만흥동과 오천동에 위치하여 능선과 계곡을 적절히 이용함으로써 코스별로 색다른 느낌을 준다 하단부 계곡에 위치한 삼나무림은 여수에서 보기드문 삼림욕 장소로 다양한 수목식생과 더불어 휴식공간을 제공한다  주변에 미평저수지  오천저수지가 있고 둔덕 호명고개에서 시작되는 임도가 봉화산 자락 계곡을 지나 계곡을 따라 만성리 해수욕장으로 통한다             봉화산 천성산 은 봉수를 올리는 산이라는 뜻으로 여수의 봉화산 명칭에도 이런 의미가 들어 있음을 알 수 있다  천성산에 위치한 봉수는 문지의 높이           폭     의  개의 화대가 있었으나  개만 남아있고 하나는 훼손되었다  봉화산 천성산 은 순천부와 광양을 연결하는 간봉역할을 한 곳이다 
601,봉화산,334,전라남도 여수시 화정면 개도리,          
602,봉화산,487,강원도 홍천군,옛날의 통신터 답게 사방으로 시야가 확트여 전망이 좋은 산이나 등산로가 많이 알려지지 않은 곳이다  산새가 그리 높진 않지만 정상에 가까워서지면서 경사가 급해져 주의를 요한다  산행을 마친 후 인근에 먹거리와 찜질방등을 이용할수 있다 
603,봉화산,329,강원도 춘천시 남산면,
604,봉화산,734,강원도 춘천시 북산면,          
605,봉화산,338,"전라북도 장수군 천천면, 계남면",
606,봉화산,692,부산광역시 강서구 녹산동,낙동강 하구  정확하게는 서낙동강 하구변에 자리잡은 봉화산은 부산시 강서구의 향토색 짙은 산으로  녹산동의 모산이며 강서팔경에 속한다  낙남정맥이 지리산에서 남진하다가 장유 불모산의 용지봉에서 남동쪽으로 가지를 이룬 지맥의 끄트머리에 솟아 낙동강물이 바다로 흘러드는 길목을 훤히 내려다 볼수 있어 좋다 
607,봉화산,476,전라남도 보성군,화산     은  대간  정맥의 한곳으로서 호남정맥의 기운을 그대로 이어가는 산중에 하나이다  보성읍과 회천면 그리고 득량면의 경계에 위치한 산으로서 매년 보성군민의 해돋이 행사장의 한곳으로서 각광받고 있다  산세가 험하지 않고 공기가 산뜻하며 정말 산을 좋아하는 사람이라면 좋아할법한 산으로 등산중에 득량과 회천 바닷가 그리고 보성의 명물인 녹차밭을 모두 같이 구경하며 산행할수 있다                    멀지 않은 거리에 해수 녹차탕과 무료 녹차 시음장이 있어서 맑은 공기를 마시며 등산으로 쌓인 여독을 풀고 눈과 마음을 즐겁게 하기에 충분하다 할수 있다  그럭재에서 봇재방향으로  개의 사찰 보성사 과  개의 기도원 그리고 여러곳의 다원이 위치해 있다                    예전에 다른 곳에서 봉화를 피워서 각 지역에 서로 소식을 알리는 기능을 하였던 봉화가 현재 봉화산 산정에 복원되어 있고  봉화를 피워올렸던 산이라 하여 그말 그대로 봉화산이 되었다고 한다  현제 보성군의 각종 행사에 봉화가 채화되고 있으며  가뭄시에 기우제를 올리는 신성스런 산이기도 하다 
608,봉화산,355,"전라남도 순천시 용당동,조례동",          
609,봉황산,199,전라남도 고흥군 고흥읍 남계리,          
610,봉황산,149,충청남도 보령시,          봉황산은 보령시민들로부터 가장 사랑 받는 산이다  산이 높지도 않으면서 가파른 경사길이 있어 등산의 효과를 얻을 수 있고  산 능선에는 평지길이 있어 달릴 수도 있으며  중간에 절  약수터  운동기구 등이 잘 갖추어져 있어 쉬어갈 수도 있기 때문이다  대천초등학교 주변 주민들은  봉산 이라고 부르고  주교면 신대리 쪽에서는  부엥산 이라고도 부르며  중보 마을 사람들은  뒷메산 이라 부른다  등산로는 산 능선을 따라 나 있고  오르는 길은 여럿이다 
611,봉황산,259,"경상북도 영주시 부석면, 봉화군 물야면",
612,봉황산,741,"상주시 화서면 신봉리 상현리, 상곡리 화송리/화남면 동관리",
613,봉황산,818,전라남도 여수시,봉황산은 기존에 있던 희미한 등산로를 대대적으로 보수공사를 하여 등산객들이 불편함이 없도록 하였고  금오산을 오르는 길이 잘 발달되어 있기 때문에 연계해서 등산하기 에 편리하도록 되어 있다  죽포에서 정상을 거쳐 율림치 주차장에 이르는 시간은 약  시간   분 정도가 소요되며 등산로가 비교적 잘 정비되어 있고 등산하면서 바라보는 경관이 장관이다             봉황이 날개를 펴고 날라가는 형상이라 하여 봉황산이라 하며  이 등산로는 전국에서 유일하게 삼면을 바라보면서 등산할 수 있는 산으로서 남한의   경 중의 하나인 향일암의 금오산과 연결하여 일출과 일몰을 볼 수 있는 산이다 
614,부귀산,806,"전라북도 진안군 진안읍, 부귀면",
615,부모산,232,"충청북도 청주시 흥덕구 비하동, 지동동",              모유정 전설 깃든 은혜의 산                           부모산은 청주시 비하동과 지동동에 걸쳐 있는 해발     의 작은 산이다  주변 조망이 좋고  리기다소나무  상수리나무  소나무 등으로 등산로가 잘 조성되어 있어 등산인들이 많이 찾는다  본래 이산은 아양산  악양산 등으로 불렸다  임진왜란 때 박춘무가 복대에서 의병을 일으켜 청주성을 탈환하고 아양산 마저 탈환하여 그 곳에 머물고 있었다              그러나 박춘무에게 패전했던 왜병이 아양산에는 물이 없다는 것을 알고 산 주위를 포위하고 보급로를 차단하자 굶어죽는 의병들이 속출하게 되었다  때마침 의병장 박춘무의 꿈속에 지팡이를 짚은 백발 노인이 나타나 소나무를 가리키며 일어나라고 소리쳤다  박춘무는 꿈에서 깨어나 군사들에게 소나무를 뽑게 했다  그곳에서 식수는 물론 말에게 목욕을 시키고도 남을 만큼의 물이 솟아났다  이것을 알게 된 왜병들이 물러났고  이때부터 그 은혜가 부모와 같다하여 부모산이라 칭하게 되었으며  이 우물을 모유정이라고 불렀다고 한다  정상에는 충북기념물 제   호로 지정된 청주 부모산성        과 연화사     가 있다 
616,부봉,913,경상북도 문경시 문경읍,
617,부소산,106,충청남도 부여군 부여읍,부여의 진산으로 백제의 왕궁을 방비하던 최후의 보루  사적 제 호
618,부암산,696,"경남 합천군 가회면, 산청군 차황면ㆍ산등면",
619,부용산,882,강원도 춘천시,          
620,부용산,609,전라남도 장흥군 관산읍 성산리,          
621,부용산,644,"충청북도 음성군 음성읍, 금왕읍",
622,부주산,159,전라남도 목포시,          목포 시가지의 동쪽에 위치한 부주산은 하당택지개발로 인해 산림이 많이 훼손되어 산에 나무는 없고 돌과 바위만 있는 그야말로 흉물스런 산이였는데지금은 등산로가 개발되고 시민문화체육센터가 들어서고 국제파크골프장 국제산악자전거경기장  테니스장  배구장  농구장  족구장  시민체력단련장 등시민들이 누구나 이용할수 있는 스포츠 메카로 자리메김하고 있다              부주산은 예전에 옥암동 공동묘지로 이용되었고 아직도 화장장과 많은 무덤이 있다 
623,부흥산,73,전라남도 목포시 옥암동,          
624,북바위산,772,"충청북도 충주시 상모면, 제천시 한수면",          
625,북배산,870,"경기도 가평군 북면, 강원도 춘천시 서면",      
626,북병산,465,경상남도 거제,          
627,북성산,259,경기도 여주군 여주읍,          
628,북악산,342,서울특별시 종로구 부암동,          
629,북암산,807,경상남도 밀양,          
630,북한산,836,"서울특별시 강북구ㆍ성북구ㆍ종로구ㆍ은평구, 경기도 고양시ㆍ양주시",    명산의  대조건 구비한 바위의 성채        북한산은 성채다  최고봉 백운대를 비롯하여 인수봉  노적봉  의상봉  보현봉 등 걸출한 암봉들이 험준한 산세를 이루고 여기 의지하여 사람들이 진짜 성을 쌓았다      썩 높은 산은 아니지만 주변에 어깨를 겨룰 대상이 없어 눈 닿는 곳이면 어디서나 보인다  북으로 개성  남으로 안성에 이르기까지  백운산 운악산 용문산 치악산 라인 이서    에는 덮을 자가 없는 것이다      세 뿔처럼 솟은 정상부의 봉만미가 타의 추종을 불허하게 인상적이다  우이동계곡  북한산성계곡  평창동계곡 등에는 폭포와 암반계류의 계곡미도 갖추었다  정상에 서면 일의대수       한강이 햇볕에 반짝이고있다  이야말로 명산의  대 조건을 완벽하게 맞추고있는 것이다      백운대에서 보현봉에 이르는 장엄한 주릉에서 원효봉능선  상장봉능선  진달래능선  칼바위능선  형제봉능선  향로봉능선  의상봉능선이 방추차의 실처럼 뻗어나가며 그만한 수의 계곡을 만든 까닭에 천만 서울사람들이 시도 때도 없이 찾아도 다 품어 안는다  인수봉  노적봉  수리봉을 메주처럼 빚어놓고  자일과 해머  하켄  카라비너로 젊음을 태워보세  외치는 클라이머들 세계의 산을 누비도록 훈련시키기도 한다  북한산은  태어날 때부터 수도의 진산이 될 자격이 있었다 
631,분지봉,623,경상남도 하동군,          하동읍 흥룡리와두곡리 서재마을과 적량면 우계리를 경계로 나누어져 있으며 구자산에서 하동쪽으로 내려다 보면 안산으로 구자봉이 나누어져 생긴 봉우리라 하여 불려진 이름이며 또 다른전설로는 이곳에 못이 있다하여 못자를 써서 분지봉이라고두 불리고있다  봉우리 정상에 가보면 시대와 인물을 공증하기 힘드나 기와와 축대 정원등의 유적이 뚜렷이 남아 있으며 이유적들은 고려 때 정안의 여동생이 이곳에 살았다는 민담두 전해오고 있다
632,불갑산,518,전라남도 영광군 불갑면ㆍ함평군 해보면,      
633,불곡산,335,"경기도 성남시, 광주시",          
634,불곡산,466,경기도 양주시 유양동,          
635,불금봉,499,강원도 홍천군 북방면 성동리,          
636,불기산,601,경기도 가평군,          불기산 해발        은 가평읍 두밀리의 대금산        과 상면 덕현리에 있는 청우산          과 삼각형을 이루고 있어 정상에서 청우산이나 대금산으로 넘어갈 수가 있다  불기산의 매력은 하루거리로 간단하게 오를 수 있다는 것이다 정상까지 오르는데 큰 어려움은 없다  중간 중간 경사진 곳이 나오기는 하지만 큰 어려움 없이 오를 수 있다  두밀리 방향으로 이어지는 등선을 만나는 지점의 경사가 급해 다소 힘이 들지만 여기만 올라서면 바로 정상을 밟을 수 있다  불기산 정상에서 서쪽을 바라보면 명지산에서 연인산을 거처 매봉 깃대봉 대금산 청우산으로 이어지는 산줄기를 볼 수 있다        의 명지산에서     의 청우산으로 이어지는 능선이 장관이다 
637,불모산,399,경상남도 통영시 사량면 사량도,          
638,불모산,801,"경상남도 창원시, 진해시. 김해시 장유면",          
639,불암산,431,전라남도 광양시,          전라남도 광양시 진상면 서쪽 구릉너머로 범람하는 섬진강 하류가 너보지 못하게끔  다압면과 진월면이 방벽을 구축하고 있는 쫓비산 산줄기를 중심으로 왼쪽으로는 수어저수지가 그리고 오른쪽 흐르고 있었다  최고봉이래야     의 쫓비산이지만  그 보다는 낮아도 불암산        에서의 탁트인 조망이야 말로 전후 사정을 속내까지 내비치고 있어  산길의 대표산으로도 손색이 없다  정상에선 서북쪽 처미터대의 억불산과 백움산의 웅자가  발치아래 섬진강 건너론 지리산의 전체인 윤곽이 고스란히 드러난다 
640,불암산,510,"서울특별시 노원구 상계동, 중계동ㆍ경기도 남양주시 별내면",      
641,불태산,720,"전남 장성군 장성읍·진원면, 담양군 대전면",          
642,불화산,31,강원도 강릉시 강동면,          
643,비계산,1131,"경상남도 거창군 가조면, 합천군 가야면",          
644,비룡산,240,경상북도 예천군,          
645,비봉산,531,경상남도 진주시,          높이        비봉산 남쪽에 시가    가 발달하였고  시가지의 남쪽으로 남강    이 흐른다  비봉산 서쪽에 가마못    이 있으며  그 서쪽을 진주에서 합천    으로 통하는 도로가 지난다  산을 중심으로 비봉공원이 형성되어 있으며 산 동쪽에 의곡사       연화사 등이 있고 서쪽 기슭에는 비봉루     가 있다  산의 능선을 따라 한쪽면으로는 밭농사 텃밭 과수원이 아주 많이 있음             비봉산의 비봉은 봉이 날아가는 것이 아니라 봉이 항상 날고 있다는 것으로 선비를 많이 배출된다는 뜻이다 옛날에는 비봉산을 대봉산이라 하였다 진주강씨들 집안에서는 뛰어난 인물이 많이 나고대봉산 현 비봉산  밑에 웅거하여 권세를 부렸으니 세상사람들이 대봉산 위에 봉암이 있기 때문이라고 일컬었다 
646,비봉산,138,충청남도 청양군,          비봉산 어등골에 장수가 턱거리를 하엿다는 터거리바위가 있고 앵무새가 알을 품는 형국의 유터골 옥녀가 바느질하는 형국의 각시박골  함박골  큰골 장구박골  점골 등 많은 골짜기들과 산제당으로 모시던 크고 넓적한 바위가 있었다고 한다  비봉산에서 시작된 물줄기가 사점리를 지나 비봉의 가남평야를 적시고 예당저수지로 흘러가는 무한천의 발원지이기도 하다             비봉이 날으는 형국의 비봉산에는 봉황이 알을 품었다는 비봉포란 명당이 있다하여 널리 알려져있다 비봉산은 사점리와 중묵리에 걸쳐있고 옛날 산 중턱쯤 뽕나무밭 그위 에 절이 있었는데 빈대때문에 절을 뜯었다고 한다  지금은 기와장과 샘만 있다  포란사 주지 석경엄 는 비봉산 생상골에있으며 원래는 홍성군 천태산에 있던 약수암 약   여년전 창건 이     년도에 이곳으로 옮기면서 포란사라고 절 이름을 바꾸었다고 한다 
647,비봉산,532,경상북도 구미시 선산읍,          
648,비봉산,230,경상북도 상주시 중동면 오상리,          
649,비봉산,361,충북 제천시 청풍면,          
650,비봉산,579,전라남도 화순군,          산에 대가 많고 죽순이 유명해 봉   이 살기에 좋은 산이라 하여 비봉산이라 한다 
651,비봉산,441,경상북도 봉화군 상운면 문촌리,          
652,비산,694,강원도 원주시 영월군,          
653,비슬산,1083,"대구광역시 달성군 옥포면ㆍ유가면ㆍ가창면, 경상북도 청도군 각북면",    돌의 바다 품은 진달래 명산        대구를 분지로 만드는 두 산은 팔공산과 비슬산이다  화강암질의 팔공산이 산세가 웅장하여 아버지 산이라면 안산암질의 비슬산은 온화하고 부드러워 어머니 산이라 할 만하다      비슬산은 우리나라에서 다섯 손가락에 꼽는 진달래 명산이다  평탄한 정상부에 위치한 진달래 군락지는 봄이면 꽃바다를 이룬다  진달래와 더불어 비슬산이 갖춘 명품은 바위다      비슬산의 바위는 아름다울뿐만 아니라 신기하다  절벽 밑에 부채꼴 모양으로 쌓인 돌무더기와 암괴류가 만들어내는 풍경은 과히 돌의 바다라 할 만하다 
654,비조봉,231,인천광역시 옹진군,          전형적인 섬산의 아름다움을 가득 안고 있는 비조봉과 운주봉은 토사와 암석이 적당히 조화를 이루고 있으며  옹진군의 여러 산과 같이 서쪽 사면에 더욱 매력이 있다  탁 트인 넓은 바다와 높은 봉우리의 어울림이 참으로 신비로운 산이다  큰 어려움 없이 등반이 가능하며  산의 아름다움과 바다의 낭만을 함께 느낄 수 있는 좋은 산이다             덕적도의 덕적이 크다는 우리말의 의미를 갖고 있듯이 덕적도는 옹진군에서 가장 큰 섬이다  덕적도에는 충혼탑과    운동 기념비 등이 있으며  섬의 곳곳에는 한약 재료로 쓰이는 원두충나무가 서식하고 있다  또한 당나라 소정방이 국수봉 정상에서 제사를 지냈다는 말도 전해져 내려온다 
655,비조산,310,경상북도 문경시 산양면 위만리,          
656,비학산,317,경상남도 밀양시 산외면 남기리,          
657,비학산,762,경상북도 포항시 북구,          
658,뾰루봉,710,경기도 가평군 설악면,          설악면 회곡리에 있는 뾰루봉은 그 이름만큼이나 봉우리가 뾰족이 솟아 있다 이 뾰루봉에서 남쪽으로 뻗어내려오면 화야산        이 나오고 서쪽으로 약간아래로 고동산        을 만날 수있다     가 조금 넘는 봉우리도 뾰족하지만 그곳까지 오르는 길도 뾰족한 봉우리를 두 번을 거쳐야만 한다  설악면 회곡리에서 출발하여 마치 낙타의 등처럼 뾰족하게 솟은 봉우리를 타고 넘어가면 뾰루봉 정상에 설 수 있는데 정상에는 또 하나의 바위가 뾰족이 솟아 있어 뾰루봉 위의 뾰족바위라 이름 붙일만하다  그 바위에서 서면 회곡리와 청평댐 청평호반을 한눈에 내려다 볼 수 있다 
659,뾰족산,143,대전광역시 동구,
660,사금산,1092,"강원도 삼척시 도계읍, 원덕읍",          
661,사달산,1187,"강원도 강릉, 정선",          
662,사라봉,148,제주도 제주시,          이 오름 봉우리에 오르면 북쪽으로 망망한 바닷가가 눈앞에 펼쳐지고  남쪽으로 웅장한 한라산이 바라다 보이며  발아래에는 제주시의 시가지와 주변의 크고작은 마을들이 그림같이 아름답고  특히 저녁 붉은노을이 온 바다를 물들이는 광경은 사봉낙조      라하여 영주십경      의 하나로 꼽힌다  오름의 형태는 북서쪽으로 벌어진 말굽형 화구로서 붉은 송이        로 구성된 기생화산체이며  전체적으로 해송이 조림되어 숲을 이루고 있다  오름 전체가 제주시민을 위한 체육공원 사라봉공원 으로 으로 조성되어 체력단련을 위한 각종 야외시설이 설치되어 있으며  시민들이 산림욕 코스로도 많이 이용되고 있다  정상에는 망양정     이라는 팔각정이 서있고  북쪽에는 제주도기념물 제  호로 지정된 봉수대가 원형에 가깝게 보호되고 있으며  봉수대 북쪽 산허리의 순환도로변에는 사라사       태고종 라는 절이 바다쪽으로 자리잡고 있고  사라사 북쪽 바닷가 벼랑위에는 제주 최초의 유인등대     년 신축 인 산지등대가 있다  남쪽기슭 모충사에는 순국지사 조봉호     기념비  의병항쟁기념탑         김만덕의 인  묘비가 서 있으며  남서쪽 기슭에는 충혼각이 있다  현재의 금산저수지 일대의 언덕은 조선시대부터 말림갓으로 보호되던 곳이다               말림갓   나무나 풀을 함부로 베지 못하게 말리는 땅              표고          비고         둘레           면적              저경          제주항 동쪽으로 바닷가를 접해 위치한 오름으로 제주시를 대표하는 오름이라고 할 수 있다 
663,사랑산,647,충청북도 괴산군 청천면,          
664,사룡산,686,"경상북도 경주시 산내면, 영천시 북안면",          
665,사명산,1198,"강원도 춘천시 북산면, 화천군 간동면, 양구군 양구읍",      
666,사봉,879,충청북도 단양군 단성면,          
667,사자산,1181,"강원도 영월군 수주면, 횡성군 안흥면",          
668,사자산,666,"전라남도 장흥군, 보성군",          
669,사패산,552,"경기도 의정부시, 양주시 장흥면",          
670,사향봉,1031,경기도 가평군 북면,          
671,사향산,507,경기도 포천시 이동면,          
672,산방산,507,제주도 서귀포시 안덕면,          
673,산방산,395,경상남도 거제시 둔덕면 산방리,          
674,산성산,654,대구광역시 달성군 유가면,          
675,산성산,603,"전라북도 순창군,  전라남도 담양군",          
676,산성산,380,경상남도 밀양시 활성동,          
677,산지봉,816,"경상북도 안동시 길안면 송사2리, 청송군 안덕면 신성리",          
678,삼각봉,903,"경기도 포천시, 강원도 철원군 갈말읍",          
679,삼강봉,851,"경상남도 울주군 소호리, 내와리",          
680,삼문산,397,전라남도 완도군 완도읍 약산면,          
681,삼방산,1175,"강원도 태백시, 경상북도 봉화군 석포면",          
682,삼방산,980,강원도 평창군 평창읍,          
683,삼봉,1073,강원도 원주시,          
684,삼봉산,448,"경상북도 상주시 낙동면 유곡리,  상촌리",          
685,삼봉산,910,충청북도 제천시 백운면,          
686,삼봉산,1254,경상남도 거창군 고제면,          
687,삼봉산,255,경상남도 통영시,          통영시 용남면 동달리 삼화리 장문리등을 각각 경계짓는 해발 약       의 고도가 낮고 산세가 험하지 않으며  정상부에 올라서면 멀리 바다가 내려다 보이는 단아한 형세의 산이다 
688,삼비산,664,"전라남도 보성군 웅치면, 회천면",          
689,삼성산,554,경상북도 경산시 남산면,              세 성인 상징하는 경산의 대표 산                           경북 경산은 흔히 삼성현     의 고장으로 불린다  세 성인  즉 원효대사와 설총  삼국유사를 저술한 일연이 태어난 곳이기 때문이다  이 삼성현을 상징하는 산이 바로 삼성산이다  경산시 남산면에 위치한 삼성산 가는 길은 대구 경북 일원에서는 물 좋기로 정평이 난 상대온천 가는 길  상대온천이 산행의 들머리이자 날머리이기 때문이다  그래서 삼성산은 이곳을 기점으로 온천과 연계한 산행 대상지로 제법 알려져 있다              산의 높이가 말해주듯 산세는 크지 않은데 정상에서는 남산면과 자인면 일대의 벌판이 보이는 정도다  그러나 이 산자락에 삼성현의 얼이 서려있는 성지곡  성제지  성참사  불당지 등이 자리하고 있다  정상 언저리에는 원효가 창건한 성지암이라는 절간이 있었던 것으로 추정되며  현재는 외면상 그 흔적은 없고 기왓장만 간혹 출토되고 있다고 전한다  주능선은 북서쪽으로 백화산        남서쪽으로 청도군 학일산      으로 이어진다  한편  경산시는     년 완공 목표로 삼성산 진입 길목인 인흥리에 수백억 원을 들여 이른바  삼성현역사문화공원 을 조성 중에 있다  삼성현의 업적과 정신문화를 계승  발전시키기고 위한 것으로  공원이 들어서고 나면 삼성산은 그야말로 경산의 진산으로 거듭날 것이다 
690,삼성산,554,"서울특별시 관악구, 금천구, 경기도 안양시",          
691,삼신봉,1285,경상남도 하동군,          
692,삼악산,656,강원도 춘천시 서면,    수도권 당일 열차산행지의 대명사        삼악산은 등선봉  청운봉에서 이어지는 한 봉우리다  강촌의 대표적인 산으로 하나의 독립봉으로 사람들이 즐겨 찾고 있으며 접근이 용이하여 당일산행지로서 각광받고 있다  거대한 성을 연상시키는 등선폭포 매표소를 지나 깎아지른 절벽 사이로 난 폭포길을 들머리로 삼거나 의암댐 매표소에서 산행을 시작해도 무방하다  폭포길은 철계단이 만들어져 있어 가까이에서 폭포의 웅장함을 엿볼 수 있으며 따스한 햇빛의 호위를 받으며 산행할 수 있다  반면 의암댐 길은 청정한 노송과 바위들이 어우러진 절경이 빼어난 바윗길이다      바위능선으로 구성된 삼악산 정상에 서면 북서쪽으로 화악산         이  그 오른쪽으로 북배산        과 계관산      의 능선이 이어진다  북동쪽으로는 북한강과 소양강을 머금고 있는 의암호가 발아래로 펼쳐지며 용화산          오봉산         등도 보인다 
693,삼암봉,196,전라남도 신안군 지도읍,          
694,삼정산,1182,"경상남도 함양군 마천면, 전라북도 남원시 산내면",          
695,삼태봉,683,경기도 가평군/양평군,          
696,삼태산,876,충청북도 단양군 어상천면,          
697,삼형제봉,714,강원도 강릉시 주문진읍 삼교리 / 양양군 현남면,          
